Project Name,Name and Location,Latitude,Longitude,Project Type,Borough,Opening Date,Year,Image link,Body Text,Link Info
Silver Towers,"Silver Towers,Manhattan, NYC",-73.999051,40.727089,Housing,Manhattan,,1961,http://ontherealny.com/wp-content/uploads/2013/04/001.jpg,"The University Village is a complex of three apartment buildings located in Greenwich Village in the Lower Manhattan-part of New York City. The complex is owned by New York University and was built in the 1960s as part of the University's transition to a residential college. One of the towers, 505 LaGuardia Place, is a co-op that does not house students, and the other two towers, Silver Tower I and Silver Tower II, house faculty and graduate students of NYU. The buildings were designed by modern architects James Ingo Freed and I. M. Pei, and the central-plaza contains a sculpture by Carl Nesjär and Pablo Picasso. In 2008 the complex was designated a New York City Landmark by the Landmarks Preservation Commission.[2]",https://en.wikipedia.org/wiki/University_Village_(Manhattan)
110 Bleeker Street,"110 Bleeker Street,Manhattan, NYC",-73.9985965,40.7267143,Housing,Manhattan,,1961,https://cdn0.vox-cdn.com/thumbor/R4akVbwGLLPVEPgK36RUvT0gy-A=/0x158:650x646/1200x900/filters:focal(0x158:650x646)/cdn0.vox-cdn.com/uploads/chorus_image/image/48150375/university-village.0.jpg,"The University Village is a complex of three apartment buildings located in Greenwich Village in the Lower Manhattan-part of New York City. The complex is owned by New York University and was built in the 1960s as part of the University's transition to a residential college. One of the towers, 505 LaGuardia Place, is a co-op that does not house students, and the other two towers, Silver Tower I and Silver Tower II, house faculty and graduate students of NYU. The buildings were designed by modern architects James Ingo Freed and I. M. Pei, and the central-plaza contains a sculpture by Carl Nesjär and Pablo Picasso. In 2008 the complex was designated a New York City Landmark by the Landmarks Preservation Commission.[2]",https://en.wikipedia.org/wiki/University_Village_(Manhattan)
Seward Park Housing,"Seward Park Housing,Manhattan, NYC",-73.9880074,40.7157725,Housing,Manhattan,,1958,https://corlears-hook-studio-ii.wikispaces.com/file/view/Picture_12.png/118017651/Picture_12.png,"Seward Park Cooperative apartments are comprised of four 20-story buildings, with three towers in each building. The architects designed the buildings at an angle to Manhattan's grid, preserving many acres of green for shareholder enjoyment. This design gives the apartments ample light and provides many apartments with stunning views of midtown, downtown, and the bridges and water of the East River.

Construction of Seward Park Cooperative began in 1959 under the sponsorship of the United Housing Foundation, a federation of cooperative housing societies, non-profit organizations and labor unions interested in promoting affordable housing. The cooperative was modeled after the successful completion in 1956 of the East River Housing Corporation, which was financed by the International Ladies' Garment Workers' Union. There are two other union-sponsored cooperatives in the Grand Street area, including Hillman Houses built in 1950 and Amalgamated Dwellings completed in 1930. The four cooperatives were until recently collectively known as “Co-op Village.”",http://www.sewardparkcoop.com/
East River Houses,"East River Houses,Manhattan, NYC",-73.940276,40.7884708,Housing,Manhattan,,1954,https://static01.nyt.com/images/2015/10/23/nyregion/NEIGHBORHOOD/NEIGHBORHOOD-master768.jpg," In 1949, the federal government passed the National Housing Act. Under the provisions of Title I of this Act, the federal government would assist municipalities with clearing slums, planning, reconstruction and neighborhood rehabilitation. In New York, Robert Moses led the Committee on Slum Clearance, which was responsible for planning and coordinating Title I projects. The committee and in particular, Robert Moses came under much criticism for the way the various Title I projects were handled. But by the end of the Title I subsidies, thirteen cooperatives had been constructed in New York.",http://coopvillage.coop/history.php
Lennox Terrace,"Lennox Terrace,Manhattan, NYC",-73.9411785,40.8135095,Housing,Manhattan,,1957,http://cdn-img1.streeteasy.com/nyc/image/9/129931309.jpg,"Lenox Terrace is comprised of six buildings which are connected by landscaping and private parks. Offering many outstanding amenities and luxury conveniences to its tenants such as a full-time, on-site management staff with 24-hour, uniformed doormen and on-site parking. All our apartments are newly renovated with hardwood floors, custom kitchens with high-end appliances and individually controlled A/C and heating units. Each building has its own laundry facility, and public transportation is conveniently located within walking distance.

Today, the Lenox Terrace community is more vibrant than ever. The property’s six square city blocks offer a landscaped environment, in the heart of the metropolis. Most apartments have their own terraces overlooking the Lenox Terrace community and Manhattan skyline. The view from these apartments is extraordinary…a perfect vantage point from which to witness the renaissance of Harlem.",http://lenoxapts.com/lenox-property/
Delano Village,"Delano Village,Manhattan, NYC",-73.9372221,40.8166667,Housing,Manhattan,,1956,https://static01.nyt.com/images/2011/06/10/nyregion/BUILDINGS3/BUILDINGS3-jumbo.jpg,"Renamed Savoy Park: Savoy Park is a distinctive rental community in the heart of Central Harlem. Located on Lenox Avenue within a sprawling 13 acres of green space and near several subway and bus lines, the units offer modern amenities on a site that is rich in history. The 7 building campus occupies the block where the Savoy Ballroom once stood. The iconic club, known as 'The Home of the Happy Feet', drew legions of revelers between 1926 and 1958.",http://www.savoyparkapartments.com/about-savoy-park-harlem-no-fee-apartments-for-rent.html
Morningside Gardens,"Morningside Gardens,Manhattan, NYC",-73.959364,40.806108,Housing,Manhattan,,1955,http://cdn-img0.streeteasy.com/nyc/image/56/48572456.jpg,"Morningside Heights Housing Corporation (MHHC) became a reality under the auspices of the following institutions: Barnard College, Columbia University, Corpus Christi Church, International House, Jewish Theological Seminary, Juilliard School of Music (then on Claremont Avenue), Riverside Church, Teachers College, and the Union Theological Seminary.

In 1957, MHHC became home for 980 families, a population of approximately 2,000 people of diverse ethnicity and backgrounds. On June 24, 1957, the first cooperators began moving into 80 LaSalle Street, the first building to be completed. Over a period of six months, all six buildings were fully occupied. To the question raised at an early meeting of new cooperators, ""What shall we call ourselves?"" the answer was ""Morningside Gardens."" Already at that time, the rubble and mud that had greeted newcomers was being transformed into what was to become a beautiful garden. Indeed, it is the imaginatively conceived and well-tended garden that makes MHHC one of the most distinctive apartment complexes in New York City.",https://mhhc.coop/mhhc-history
Park West Village,"Park West Village,Manhattan, NYC",-73.9677024,40.7950421,Housing,Manhattan,,1957,http://cdn-img1.streeteasy.com/nyc/image/29/116858329.jpg,"Park West Village is a collection of three New York apartment buildings in Manhattan's Upper West Side neighborhood. Located only steps away from the plush greenery of Central park with close proximity to Columbia University, New York Presbyterian Hospital, and Mt. Sinai Hospital. Right at your doorstep is a plethora of your favorite stores and conveniences including Whole Foods, Modell's, TJ Maxx, Michaels, Duane Reade, Chase Bank, Bank of America, Home Goods, Crumbs, Sephora, Starbucks, Petco and more. The neighborhood's transportation needs are serviced by taxis, MTA bus routes which run along nearly every avenue and the West side subways (1, 2, 3, C, and B trains)",http://pwvmgmt.com/
Coliseum Park Apartments,"Coliseum Park Apartments,Manhattan, NYC",-73.9845013,40.7687451,Housing,Manhattan,,1956,http://cdn-img3.streeteasy.com/nyc/image/79/30026079.jpg,"The Coliseum comprises of two buildings: 30 West 60th Street and 345 West 58th Street. The two buildings are connected through a two-acre private garden. This co-op is conveniently located next door to the Time Warner Center, which houses Whole Foods, Equinox, shopping and dining options. The buildings are only one block from Central Park, Columbus Circle, A/C/B/D/1 Subway lines, retail stores and restaurants.

The building features: 2-acre residents-only garden, 24-hour doorman, newly constructed (2015) gym and resident lounge, laundry room in the basement, storage and bike rooms, and a connected, underground garage (separate fee structure). The halls and lobby were also recently renovated (2011). Building also features a circular driveway.",http://streeteasy.com/building/coliseum-park-apartments
Kingsview,"Kingsview,Brooklyn, NYC",-73.9787795,40.6927898,Housing,Brooklyn,,1955,http://cdn-img2.streeteasy.com/nyc/image/90/165618990.jpg,"Kingsview Homes is a Cooperative Community located in Fort Greene, Brooklyn. This community contains 5 separate buildings that surround a vast collection of flowers and trees. The community grounds and each building is meticulously cared for by our maintenance staff and property managers.

With only 4 units per floor, every unit allows for spacious, comfortable living at an affordable price. Each building contains 2 elevators, CCTV Security Surveillance, 24 Hour Security Guard Service, and Laundry Rooms.

Located in walking distance to subway stations, the LIRR and also to various cultural destinations such as The Brooklyn Academy of Music (BAM) and The Promenade in Brooklyn Heights, Kingsview Homes is a highly desired residential community.",http://streeteasy.com/complex/kingsview-homes
University Terrace,"University Terrace,Brooklyn, NYC",-73.9814937,40.6911208,Housing,Brooklyn,,1957,https://www.youniversitytv.com/wp-content/uploads/2014/10/Long-Island-University-Brooklyn-Campus-1024x673.jpg,"Long Island University’s Brooklyn campus has deep historic roots that stretch back to 1926, when the New York Board of Regents granted LIU a provisional charter. The university founders were committed to admitting students based on merit and promise alone, never impeding their enrollment because of their sex, race, religion, or national origin. This was a unique and progressive philosophy during an age that was often defined by quotas and discrimination.

The first graduating class (1931) was comprised of 312 students, mostly from surrounding neighborhoods. Early alumni were immigrants or the children of immigrants, who were searching to better themselves by gaining the knowledge and the skills needed to survive and thrive in America. The university took into account the needs and aspirations of these students, offering courses in accounting, retailing, and secretarial studies that would prepare them for the working world, while providing them with a strong liberal arts foundation. In 1929, the university merged with the Brooklyn College of Pharmacy (now known as LIU Pharmacy), adding a popular new major to its offerings.",http://www.liu.edu/Brooklyn/About-LIU-Brooklyn/Campus-History
Kips Bay Plaza,"Kibs Bay Plaza,Manhattan, NYC",-73.9757944,40.7432283,Housing,Manhattan,,1957,https://upload.wikimedia.org/wikipedia/commons/c/ce/Kips_Bay_Plaza_South_Building.jpg,"Kips Bay Towers is a large two-building condominium complex in the Kips Bay neighborhood of Manhattan with a total of 1,118 units. The complex was designed by architects I.M. Pei and S. J. Kessler,[1] with the involvement of James Ingo Freed,[2] in the brutalist style[3][4] and completed in 1965.[1] The project was developed by Webb & Knapp.[5]

The complex occupies an area of three city blocks, or approximately 7.5 acres (3.0 ha), bounded by First and Second avenues and East 30th and 33rd streets. The complex includes two residential high-rise buildings each with 20 floors. Additionally, there is a three-acre private garden between the two towers featuring landscaped lawns as well as recreational spaces. Kips Bay Towers is home to more than 4,000 residents.[6]",https://en.wikipedia.org/wiki/Kips_Bay_Towers
Willoughby Walk,"Willoughby Walk,Brooklyn, NYC",-73.9653256,40.6923118,Housing,Brooklyn,,1957,http://cdn-img3.streeteasy.com/nyc/image/7/62917607.jpg,"Built in 1958, the Willoughby Walk Cooperative Apartments are comprised of a 287-unit high-rise at 195 Willoughby Avenue as well as a 287-unit high-rise at 185 Hall Street in Clinton Hill, Brooklyn. Both buildings feature a resident super, multiple elevators, basement laundry, 24/7 security at their front entrances, bike storage and parking. The apartments range from 3 bedrooms to studios, and many feature terraces. Subletting is on a case-by-case basis for a maximum of one year during ownership. Pied-a-terres and co-purchasing are allowed. Pets are welcome.",http://streeteasy.com/building/195-willoughby-avenue-brooklyn
Surfside Park,"Surfside Park,Queens, NYC",-73.8259222,40.5817789,Housing,Queens,,1962,https://www.emporis.com/images/show/158304-Large-exterior-view-from-the-sw.jpg,,
Dayton Towers West,"Dayton Towers West,Queens, NYC",-73.8243307,40.5828132,Housing,Queens,,1964,https://upload.wikimedia.org/wikipedia/commons/3/32/Dayton_Towers_co-op_jeh.jpg,,
Dayton Beach Park,"Dayton Beach Park,Queens, NYC",-73.811187,40.585739,Housing,Queens,,1962,https://images1.apartments.com/i2/GjZsMdyq_WxJ8K7e1dmx-AeQgFboPJPGMPIWzW0xocY/117/dayton-beach-park-apartments-rockaway-beach-ny-building-photo.jpg,"Established in 1964, Dayton Beach Park is one of New York City’s largest and affordable housing cooperatives.  Located immediately on the sandy shoreline of Rockaway Beach, Queens,  Dayton Beach Park enjoys unmatched  views of America’s longest boardwalk and views of the New York City skyline.",http://www.daytonbeachpark.com/
Dayton Towers East,"Day Towers East,Queens, NYC",-73.8060776,40.5871753,Housing,Queens,,1964,https://images1.apartments.com/i2/WoPPW7qUvyVjjq8nU4gWR2a-rof8yCCQBLEQJtVx9vM/117/dayton-towers-arverne-ny-building-photo.jpg,,
Lincoln Towers,"Lincoln Towers,Manhattan, NYC",-73.9868017,40.7772929,Housing,Manhattan,,1961,http://luxuryapartmentsnyc.com/wp-content/uploads/2015/02/Lincoln_Towers.jpg,"Residence Resource Ltd. is an independent real estate brokerage. We are not affiliated with or endorsed by the Lincoln Towers Community Association, or any of the eight cooperative corporations. We are, however, the only licensed real estate brokerage dealing exclusively in Lincoln Towers apartments. Founded specifically to serve the Lincoln Towers market by Andrew Cooper, a long time resident, just as Lincoln Towers was becoming involved in the coop conversion process in 1986, Residence Resource quickly became the largest and most prolific brokerage presence involved in the sale and exchange of Lincoln Towers apartments.

This record of achievement is due largely to the reputation we have earned over the years for providing the highest level of expertise concerning: the Lincoln Towers sales market; the details of what was, at the time, the largest cooperative conversion ever to be accomplished at one time in New York; the sometimes involved structure and relationships between the eight separate cooperate corporations and their community association; the rules, regulations and policies of each of the eight buildings; the Board approval requirements and process in each building; and the closing procedures and requirements to be anticipated. Our knowledge and ability to instantly answer almost any question and provide guidance in these areas means that both seller and purchaser are able to make the most informed and knowledgeable decisions from the time they begin to market their apartment or begin to look at units to buy, through the sale/purchase and contract negotiation processes, continuing through the very important process of qualifying the purchasers and preparing their application to the Board for approval, and culminating with the closing.",http://lincolntowers.com/about_us/history.php
Chatham Green,"Chatham Green,Manhattan, NYC",-73.9993575,40.7127421,Housing,Manhattan,,1959,http://andrewlmoore.com/assets/Chatham_Green.jpg,"Completed in 1960, Chatham Green at 165 Park Row, 185 Park Row and 215 Park Row in lower Manhattan enjoys an award-winning design crafted by Kelly & Gruzen Architects. Chatham Green exhibits modernist 1960s architecture incorporating an undulating Italian-influenced structure.  Chatham Green is located three blocks east of Tribeca, one block south of Chinatown and three blocks north of South Street Seaport.  It is surrounded by trees and gardens and is steps away from City Hall, Wall Street, other downtown landmarks and countless nearby mass transit routes.

Chatham Green is constructed as a single long 21 story S-shaped building.  This unique design allows each apartment to cover the building's entire width permitting windows on both sides of most apartments to provide for multiple exposures and cross ventilation while also maximizing light.  Chatham Green was the first apartment structure in New York to exploit the freeform design made possible by modern reinforced-concrete construction. The building, together with its adjacent stores and shops, occupies barely 25% of the site with the remainder set aside for landscaped areas, a playground and open parking spaces.

The building has double-pane windows to ensure full weather insulation and sound isolation which can be both opened for ventilation and pivoted for cleaning. ",http://www.chathamgreen.com/about/
Penn Station South,"Penn Station South,Manhattan, NYC",-73.997595,40.746973,Housing,Manhattan,,1962,http://legacy.skyscrapercenter.com/class-image.php/userpics/10008/?width=1000&height=800&image=/images/albums/userpics/10008/PennStaS4a.jpg,"Penn South is the common name for the Mutual Redevelopment Houses, a limited-equity[1] housing cooperative development located between Eighth and Ninth Avenues and West 23rd and 29th Streets, in the Chelsea neighborhood of Manhattan, New York City. The 10-building. 2,820-unit complex – every tower has 22 floors – was built in 1962, and was sponsored by the International Ladies' Garment Workers Union based on the cooperative model promoted by the United Housing Foundation.[1] It was designed by Herman Jessor.[2] The dedication ceremony, in May 1962, was addressed by President John F. Kennedy with former First Lady Eleanor Roosevelt in attendance.[3]",https://en.wikipedia.org/wiki/Penn_South
Cadman Plaza North,"Cadman Plaza North,Brooklyn, NYC",-73.991314,40.700387,Housing,Brooklyn,,1967,https://images1.apartments.com/i2/c89TFDH0QPgXlDlMlPYY4b_wNcycVFsso2pKiuaLXVc/117/cadman-plaza-north-brooklyn-ny-building-photo.jpg,"This is a 250 unit high rise building. There are 1, 2, and 3 bedroom apartments, many which have balconies. It is attended 24/7 by a doorman, has a laundry room, community room, indoor parking, and full staff of porters and live in super. Entry is by lottery and must meet requirements and guidelines set forth by HPD.",http://streeteasy.com/building/140-cadman-plaza-west-brooklyn
Whitman Close Townhouses,"Whitman Close,Brooklyn, NYC",-73.991774,40.698984,Housing,Brooklyn,,1968,https://midcenturymundane.files.wordpress.com/2011/07/img_11531.jpg,"Name: Whitman Close Townhouses
Address: 75 Henry Street
Cross Streets: Clark and Middagh Streets
Neighborhood: Brooklyn Heights
Year Built: 1967-1973
Architectural Style: Post-World War II Modernist
Architect: William Conklin
Other Works by Architect: Butterfield House, W. 12th St. Manhattan; as well as many other modern apartment buildings.
Landmarked: No",http://www.brownstoner.com/architecture/building-of-the-day-draft-5/
Cadman Towers,"Cadman Towers,Brooklyn, NYC",-73.9926592,40.6975689,Housing,Brooklyn,,1973,https://static1.squarespace.com/static/526c8fcee4b0183a6963055f/t/5273b806e4b06fd9271d3c03/1383315467838/10+Clinton.png,"The construction of Cadman Towers was approved by the City of New York in August, 1968 and construction began in 1969.   Cadman was designed to be a middle-income cooperative built Lama Housing program.   In 1968, the cost of the under the auspices of the New York State Mitchell­ project was estimated at $17 million.  Unfortunately, costs have a habit of taking on a life of their own and, in 1971, with virtually all the apartments sold; cooperators were presented with a proposal for a dramatically increased mortgage -- a jump of nearly five million -- with a corresponding increase in individual maintenance costs. Meeting in local churches, community rooms and clubs, cooperators forged an association to fight the increase.  While apartment sales were halted and cancellations began pouring in, determined cooperators refused to give up.  Thanks to our well organized political action and intense media coverage, the City and its Housing and Development Administration (now the Housing Preservation and Development- H.P.D.) began to see the justice of cooperator complaints. The projected rate increases were forced down to reasonable levels.",http://www.cadmantowers1.com/cadman-history/
Chatham Towers,"Chatham Towers,Manhattan, NYC",-74.0000629,40.7138364,Housing,Manhattan,,1963,http://cdn-img1.streeteasy.com/nyc/image/13/163828413.jpg,"The two 25-story towers at 170 and 180 Park Row are known as Chatham Towers, a full service cooperative. The coop is fully staffed by 24 hour doormen, porters, maintenance staff, and live-in super.

The buildings, built in 1964 by architects Kelly and Gruzen were the recipient of an Merit Award from the American Institute of Architects and are well known for their sculpural form and innovative double glazed pivoting windows. Many units have views across Lower Manhattan, Midtown, Columbus Park, and the Brooklyn and Manhattan bridges, The complex includes a large landscaped private garden, lawns, and an underground parking garage. Half of the units have terraces. It is located on a triangular site at the nexus of Park Row, Worth Street, Mullbery St, Mott St, East Broadway, and the Bowery and close to Chinatown, the Federal and NY State courts, and Police Headquarters.

The buildings are well documented in texts on important New York architecture including, Robert A.M. Stern et. al, “New York 1960”, and Andrew Alpern, “New York’s Fabulous Luxury Apartments with Original Floor Plans from the Dakota, River House, Olympic Tower and Other Great Buildings”.",http://streeteasy.com/building/chatham-towers-170-park-row-new_york
Co-op City,"Co-op City,Bronx, NYC",-73.8294444,40.8738889,Housing,Bronx,,1965,https://images1.apartments.com/i2/wlWIyixRskid1lTI0OSxZ6V5ol8QSju9OxuppMWyD6Q/117/riverbay-at-co-op-city-bronx-ny-building-photo.jpg,"Co-op City (short for Cooperative City), located in the Baychester section of the borough of the Bronx in northeast New York City, is the largest cooperative housing development in the world.[4] Situated at the intersection of Interstate 95 and the Hutchinson River Parkway, the community is part of Bronx Community Board 10. If it were a distinct municipality, it would be the 10th largest city in New York State. Nearby attractions include Pelham Bay Park, Orchard Beach and City Island. The community's Zip code is 10475.","https://en.wikipedia.org/wiki/Co-op_City,_Bronx"
Amalgated Warbasse Houses,"Amalgated Warbasse Houses,Brooklyn, NYC",-73.9720309,40.5810165,Housing,Brooklyn,,1965,http://brooklynreporter.com/wp-content/uploads/2016/07/warbasse.jpg,"Amalgamated Warbasse Houses is a limited equity housing cooperative in Coney Island, Brooklyn, New York City.",http://awh-inc.com/
Rochdale Village,"Rochdale Village,Queens, NYC",-73.7738889,40.6763889,Housing,Queens,,1963,http://qns.com/wp-content/uploads/2016/06/Rochdale-Village.jpg,"Rochdale Village (pronounced /ˈrɑːtʃ.deɪl/[1]) is a Housing foundation/ Co-op and neighborhood in the southeastern corner of the New York City borough of Queens. Located in Community Board 12, Rochdale Village is grouped as part of Greater Jamaica, corresponding to the former Town of Jamaica.[2] It is adjacent to four other Queens neighborhoods: St. Albans to the east, South Jamaica to the west, Locust Manor to the north, and Springfield Gardens to the south across the Belt Parkway. Rochdale is about 2 miles (3.2 km) off the Queens/Nassau border and about 1 mile (1.6 km) north of the John F. Kennedy International Airport.","https://en.wikipedia.org/wiki/Rochdale_Village,_Queens"
Peter Cooper Village,"Peter Cooper Village,Manhattan, NYC",-73.9778494,40.7316903,Housing,Manhattan,,1947,http://upload.wikimedia.org/wikipedia/commons/9/92/Peter_Cooper_Village.jpg,"Stuyvesant Town–Peter Cooper Village is a large, post-World War II private residential development, on the east side of the New York City borough of Manhattan. Stuyvesant Town, known to its residents as ""Stuy Town"",[3] was named after Peter Stuyvesant, the last director-general of the Dutch colony of New Amsterdam, whose farm occupied the site in the 17th century. Peter Cooper Village is named after the 19th century industrialist, inventor and philanthropist Peter Cooper, who founded Cooper Union. The complex, which was planned beginning in 1942 and opened its first building in 1947, replaced the Gas House district of gas storage tanks.",https://en.wikipedia.org/wiki/Stuyvesant_Town%E2%80%93Peter_Cooper_Village
Riverton Houses,"Riverton Houses,Manhattan, NYC",-73.9356147,40.8134669,Housing,Manhattan,,1947,https://static01.nyt.com/images/2015/12/17/nyregion/17RIVERTONweb/17RIVERTONweb-master768-v3.jpg,"The Riverton Houses is a large (originally 1,232 unit) residential development in Harlem, in the New York City borough of Manhattan.",https://en.wikipedia.org/wiki/Riverton_Houses
Alfred E Smith Houses,"Alfred E Smith Houses,Manhattan, NYC",-73.9995489,40.7113206,Housing,Manhattan,,1953,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Alfred_E_Smith_Houses_Catherine_Slip_%26_South_St_jeh.jpg/1200px-Alfred_E_Smith_Houses_Catherine_Slip_%26_South_St_jeh.jpg,"Governor Alfred E. Smith Houses, or the Alfred E. Smith Houses. is a public housing development built by the New York City Housing Authority in the Two Bridges neighborhood of the Lower East Side of Manhattan.[1][2][3] The development was named after four-time New York Governor Al Smith (1873–1944), the first Catholic to win a Presidential nomination by a major political party, and a social reformer who made progress in the areas of better living and working conditions.[1][4] Smith served as governor from 1919–1920 and 1923–1929, and was nominated unsuccessfully by the Democratic Party in 1928, with Joseph Taylor Robinson as his running mate.[4]

There are 12 buildings in the complex, all are 17 stories tall.[1] It covers 21.75 acres (8.80 ha), has 1,931 apartments, and houses an estimated 5,739 people.[1][5] Of the residents at the Governor Alfred E. Smith Houses, 30% are elderly, the highest such percentage of all public housing developments in New York City.[5] The grounds are bordered by St. James Place to the west, Madison Street to the north, Catherine Street to the east, and South Street to the south.[1]

The razing of buildings for the construction of the complex began in 1950, and the buildings were completed on April 1, 1953.[1][6]",https://en.wikipedia.org/wiki/Alfred_E._Smith_Houses
La Guardia Houses,"La Guardia Houses,Manhattan, NYC",-73.987911,40.7116826,Housing,Manhattan,,1957,https://upload.wikimedia.org/wikipedia/commons/b/bc/Nychales.JPG,"Mayor Fiorello H. LaGuardia Houses, also known as LaGuardia Houses, is a public housing development built and maintained by the New York City Housing Authority (NYCHA) on the Lower East Side of Manhattan.[1] The development is named after Fiorello H. LaGuardia, the 99th Mayor of New York City who created the New York City Housing Authority and, although he was a Republican and President Franklin D. Roosevelt was a Democrat, worked closely with President Roosevelt to gain federal funding for projects throughout New York City.[1]

Mayor Fiorello H. LaGuardia Houses is composed of thirteen buildings, all of which are sixteen stories tall.[1][2] The buildings have 1,093 apartments and house approximately 2,596 people.[1] The complex occupies 10.96 acres (4.44 ha), and is bordered by Madison Street to the north, Montgomery Street to the east, Cherry Street to the south, and Rutgers Street to the west.[1]

LaGuardia Houses Addition is a sixteen-story tower for elderly people at the corner of Jefferson Street and Cherry Street.[3][4]

Mayor Fiorello H. LaGuardia Houses was completed July 31, 1957.[1] These nine buildings were designed by Hyman Isaac Feldman.[5] Between the construction of LaGuardia Houses and Baruch Houses, 1,650 people were displaced in 1953-1954.[6] LaGuardia Houses Addition was completed in 1965.[7] It was designed by Emanuel Turano.[4]",https://en.wikipedia.org/wiki/LaGuardia_Houses
Baruch Houses,"Baruch Houses,Manhattan, NYC",-73.9786841,40.716844,Housing,Manhattan,,1959,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Gompers_NYCHA_from_WBB_jeh.jpg/1200px-Gompers_NYCHA_from_WBB_jeh.jpg,"Bernard M. Baruch Houses, or Baruch Houses, is a public housing development built by the New York City Housing Authority (NYCHA) on the Lower East Side of Manhattan.[1] The development is named after Bernard Baruch, a Wall Street trader, economic advisor during World War I and World War II, and confidant to six presidents.[1] Baruch Houses is bounded by Franklin D. Roosevelt East River Drive to the east, E. Houston Street to the north, Columbia Street to the west, and Delancey Street to the south.[1] Nearby housing developments include the Gompers Houses, west of here.",https://en.wikipedia.org/wiki/Baruch_Houses
Lillian D Wald Houses,"LIlian D Wald Houses,Manhattan, NYC",-73.977092,40.721554,Housing,Manhattan,,1949,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Riis_Houses_central_plaza_%26_flagstaff_jeh.jpg/1200px-Riis_Houses_central_plaza_%26_flagstaff_jeh.jpg,"Jacob Riis Houses are a public housing project in the East Village, on the Lower East Side of Manhattan in New York City. The project is located between Avenue D and the Franklin D Roosevelt Drive, spanning two superblocks from 6th Street to 13th Street.",https://en.wikipedia.org/wiki/Riis_Houses
Jacob Riis Houses,"Jacob Riis Houses,Manhattan, NYC",-73.9747222,40.7244444,Housing,Manhattan,,1949,https://famousankles.files.wordpress.com/2008/01/20080113-riis-houses-on-ave-d-03.jpg,"Jacob Riis Houses are a public housing project in the East Village, on the Lower East Side of Manhattan in New York City. The project is located between Avenue D and the Franklin D Roosevelt Drive, spanning two superblocks from 6th Street to 13th Street.",https://en.wikipedia.org/wiki/Riis_Houses
John Elliott Houses,"John Elliott Houses,Manhattan, NYC",-74.0023829,40.7496379,Housing,Manhattan,,1947,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Chelsea_Elliiot_NYCHA_jeh.JPG/1200px-Chelsea_Elliiot_NYCHA_jeh.JPG,"The Chelsea-Elliott Houses is a combined housing project of the New York City Housing Authority, located between West 25th and 27th Streets and Ninth and Tenth Avenues in the Chelsea neighborhood of Manhattan, New York City. It consists of two contiguous projects which were originally separate but have been combined for administrative purposes:

The John Lovejoy Elliott Houses, named after the founder of the Hudson Guild, has four 11- and 12-story buildings which accommodate over 1400 residents in 589 apartments. It was completed on July 15, 1947.[1]
The Chelsea Houses has over 1000 residents in 426 apartments within two 21-story buildings. It was completed on May 31, 1964.[2]",https://en.wikipedia.org/wiki/Chelsea-Elliot_Houses
Lexington Houses,"Lexington Houses,Manhattan, NYC",-73.9430287,40.7977441,Housing,Manhattan,,1951,http://assets.nydailynews.com/polopoly_fs/1.1441280.1377846411!/img/httpImage/image.jpg_gen/derivatives/article_750/20100720-washington-housing.jpg,,
Booker T Washington Houses,"Booker T Washington Houses,Manhattan, NYC",-73.962802,40.8005115,Housing,Manhattan,,1941,https://readtiger.com/img/wkp/en/2d_Av_103_St_Washington_NYCHA_jeh.jpg,,
Carver Houses,"Carver Houses,Manhattan, NYC",-73.9513584,40.7906011,Housing,Manhattan,,1958,http://technico-csi.com/wp/wp-content/uploads/2014/04/Carve-King-1.jpg,"Carver Houses, or George Washington Carver Houses, is a public housing development built and maintained by the New York City Housing Authority (NYCHA) in Spanish Harlem, a neighborhood of Manhattan, at   WikiMiniAtlas40.7906°N 73.9506°WCoordinates: 40.7906°N 73.9506°W.[1][2] The development is named after George Washington Carver (1864-1943), an African American chemist, botanist, and educator who, despite being born a slave, developed many uses for soybeans, peanuts, and sweet potatoes.[1] George Washington Carver spent much time working to improve other African Americans' lives.[1]

Carver Houses has 13 buildings, on a campus with an area of 14.63 acres (5.92 ha).[1] Nine of those (I-II, V-IX, XII-XIII) are fifteen stories tall, while the other four (III-IV, X-XI) are six stories tall.[3] The development is bordered by East 99th Street to the south, East 106th Street to the north, Park Avenue to the east, and Madison Avenue to the west.[1] In addition, East 102nd Street and East 104th Street run through the campus.[4] The nine buildings of Carver Houses have a total of 1,246 apartments housing approximately 2,723 residents.[1]",https://en.wikipedia.org/wiki/Carver_Houses
