Project Name,Name and Location,Latitude,Longitude,Project Type,Borough,Opening Date,Year,Image link,Body Text
Silver Towers,"Silver Towers,Manhattan, NYC",-73.9991584,40.7607295,Housing,Manhattan,,1961,http://ontherealny.com/wp-content/uploads/2013/04/001.jpg,Silver Towers  Silver TowersSilver TowersSilver TowersSilver TowersSilver Towers
110 Bleeker Street,"110 Bleeker Street,Manhattan, NYC",-73.9985965,40.7267143,Housing,Manhattan,,1961,https://cdn0.vox-cdn.com/thumbor/R4akVbwGLLPVEPgK36RUvT0gy-A=/0x158:650x646/1200x900/filters:focal(0x158:650x646)/cdn0.vox-cdn.com/uploads/chorus_image/image/48150375/university-village.0.jpg,110 Bleeker Street  110 Bleeker Street110 Bleeker Street110 Bleeker Street110 Bleeker Street110 Bleeker Street110 Bleeker Street
Seward Park Housing,"Seward Park Housing,Manhattan, NYC",-73.9880074,40.7157725,Housing,Manhattan,,1958,https://corlears-hook-studio-ii.wikispaces.com/file/view/Picture_12.png/118017651/Picture_12.png,Seward Park Housing  Seward Park HousingSeward Park HousingSeward Park HousingSeward Park HousingSeward Park Housing
East River Houses,"East River Houses,Manhattan, NYC",-73.940276,40.7884708,Housing,Manhattan,,1954,https://static01.nyt.com/images/2015/10/23/nyregion/NEIGHBORHOOD/NEIGHBORHOOD-master768.jpg,East River Houses  East River HousesEast River HousesEast River HousesEast River HousesEast River Houses
Lennox Terrace,"Lennox Terrace,Manhattan, NYC",-73.9411785,40.8135095,Housing,Manhattan,,1957,http://cdn-img1.streeteasy.com/nyc/image/9/129931309.jpg,Lennox Terrace  Lennox TerraceLennox TerraceLennox TerraceLennox Terrace
Delano Village,"Delano Village,Manhattan, NYC",-73.9372221,40.8166667,Housing,Manhattan,,1956,https://static01.nyt.com/images/2011/06/10/nyregion/BUILDINGS3/BUILDINGS3-jumbo.jpg,Delano Village  Delano VillageDelano VillageDelano VillageDelano VillageDelano VillageDelano Village
Morningside Gardens,"Morningside Gardens,Manhattan, NYC",-73.959364,40.806108,Housing,Manhattan,,1955,http://cdn-img0.streeteasy.com/nyc/image/56/48572456.jpg,Morningside Gardens  Morningside GardensMorningside GardensMorningside GardensMorningside GardensMorningside Gardens
Park West Village,"Park West Village,Manhattan, NYC",-73.9677024,40.7950421,Housing,Manhattan,,1957,http://cdn-img1.streeteasy.com/nyc/image/29/116858329.jpg,Park West Village   Park West VillagePark West VillagePark West VillagePark West VillagePark West VillagePark West Village
New York Coliseum,"New York Coliseum,Manhattan, NYC",-73.983299,40.767545,Civic Center,Manhattan,,1953,https://media.licdn.com/mpr/mpr/shrinknp_800_800/AAEAAQAAAAAAAAbWAAAAJDYxZGMxMmY2LWIxNmQtNDkyMy05N2IzLWNkNWUxNWE5OWZjNA.jpg,New York Coliseum  New York ColiseumNew York ColiseumNew York ColiseumNew York ColiseumNew York ColiseumNew York Coliseum
Coliseum Park Apartments,"Coliseum Park Apartments,Manhattan, NYC",-73.9845013,40.7687451,Housing,Manhattan,,1956,http://cdn-img3.streeteasy.com/nyc/image/79/30026079.jpg,Coliseum Park Apartments   Coliseum Park ApartmentsColiseum Park ApartmentsColiseum Park ApartmentsColiseum Park ApartmentsColiseum Park Apartments
Kingsview,"Kingsview,Brooklyn, NYC",-73.9787795,40.6927898,Housing,Brooklyn,,1955,http://cdn-img2.streeteasy.com/nyc/image/90/165618990.jpg,Kingsview   KingsviewKingsviewKingsviewKingsviewKingsviewKingsview
University Terrace,"University Terrace,Brooklyn, NYC",-73.9814937,40.6911208,Housing,Brooklyn,,1957,https://www.youniversitytv.com/wp-content/uploads/2014/10/Long-Island-University-Brooklyn-Campus-1024x673.jpg,University Terrace    University TerraceUniversity TerraceUniversity TerraceUniversity TerraceUniversity TerraceUniversity TerraceUniversity TerraceUniversity Terrace
LIU Dormitory,"LIU Dormitory,Brooklyn, NYC",-73.9807991,40.6911479,University,Brooklyn,,1958,https://midcenturymundane.files.wordpress.com/2011/10/img_2324.jpg,LIU Dormitory   LIU DormitoryLIU DormitoryLIU DormitoryLIU DormitoryLIU DormitoryLIU DormitoryLIU DormitoryLIU Dormitory
Kips Bay Plaza,"Kibs Bay Plaza,Manhattan, NYC",-73.9757944,40.7432283,Housing,Manhattan,,1957,https://upload.wikimedia.org/wikipedia/commons/c/ce/Kips_Bay_Plaza_South_Building.jpg,Kips Bay Plaza  Kips Bay PlazaKips Bay PlazaKips Bay PlazaKips Bay PlazaKips Bay Plaza
Pratt Dormitories,"Pratt Dormitories,Brooklyn, NYC",-73.962537,40.6912807,University,Brooklyn,,1954,http://assets.nydailynews.com/polopoly_fs/1.1976305.1413466874!/img/httpImage/image.jpg_gen/derivatives/article_750/pratt16n-1-web.jpg,Pratt Dormitories   Pratt DormitoriesPratt DormitoriesPratt DormitoriesPratt DormitoriesPratt Dormitories
Willoughby Walk,"Willoughby Walk,Brooklyn, NYC",-73.9653256,40.6923118,Housing,Brooklyn,,1957,http://cdn-img3.streeteasy.com/nyc/image/7/62917607.jpg,Willoughby Walk   Willoughby WalkWilloughby WalkWilloughby WalkWilloughby WalkWilloughby Walk
University Terrace,"University Terrace,Brooklyn, NYC",-73.9814937,40.6911208,Housing,Brooklyn,,1962,https://s-media-cache-ak0.pinimg.com/originals/68/bb/4f/68bb4f5c144cbd3e3d93e46edbed0d64.jpg,University Terrace    University TerraceUniversity TerraceUniversity TerraceUniversity TerraceUniversity TerraceUniversity TerraceUniversity TerraceUniversity Terrace
Surfside Park,"Surfside Park,Queens, NYC",-73.8259222,40.5817789,Housing,Queens,,1962,https://www.emporis.com/images/show/158304-Large-exterior-view-from-the-sw.jpg,Surfside Park    Surfside ParkSurfside ParkSurfside ParkSurfside ParkSurfside ParkSurfside ParkSurfside ParkSurfside Park
Dayton Towers West,"Dayton Towers West,Queens, NYC",-73.8243307,40.5828132,Housing,Queens,,1964,https://upload.wikimedia.org/wikipedia/commons/3/32/Dayton_Towers_co-op_jeh.jpg,Dayton Towers West   Dayton Towers WestDayton Towers WestDayton Towers WestDayton Towers WestDayton Towers WestDayton Towers West
Dayton Beach Park,"Dayton Beach Park,Queens, NYC",-73.811187,40.585739,Housing,Queens,,1962,https://images1.apartments.com/i2/GjZsMdyq_WxJ8K7e1dmx-AeQgFboPJPGMPIWzW0xocY/117/dayton-beach-park-apartments-rockaway-beach-ny-building-photo.jpg,Dayton Beach Park   Dayton Beach ParkDayton Beach ParkDayton Beach ParkDayton Beach ParkDayton Beach ParkDayton Beach Park
Day Towers East,"Day Towers East,Queens, NYC",-73.8060776,40.5871753,Housing,Queens,,1964,https://images1.apartments.com/i2/WoPPW7qUvyVjjq8nU4gWR2a-rof8yCCQBLEQJtVx9vM/117/dayton-towers-arverne-ny-building-photo.jpg,Day Towers East    Day Towers EastDay Towers EastDay Towers EastDay Towers EastDay Towers EastDay Towers East
Fordham University,"Fordham University,Manhattan, NYC",-73.9852715,40.7710994,Lincoln Center,Manhattan,,1962,https://upload.wikimedia.org/wikipedia/commons/f/f3/Fordham_University_Lincoln_Center.JPG,Fordham University   Fordham UniversityFordham UniversityFordham UniversityFordham UniversityFordham UniversityFordham UniversityFordham University
Lincoln Center Avery Fischer Hall,"Lincoln Center Avery Fischer Hall,Manhattan, NYC",-73.9830143,40.772822,Lincoln Center,Manhattan,,1962,https://s-media-cache-ak0.pinimg.com/originals/cd/11/9e/cd119ee7d1b5d99de7e4ab998f4f6a1a.jpg,Lincoln Center Avery Fischer Hall  Lincoln Center Avery Fischer HallLincoln Center Avery Fischer HallLincoln Center Avery Fischer HallLincoln Center Avery Fischer HallLincoln Center Avery Fischer HallLincoln Center Avery Fischer Hall
Lincoln Center New York State Theater,"Lincoln Center New York State Theater,Manhattan, NYC",-73.9838379,40.7717872,Lincoln Center,Manhattan,,1964,https://upload.wikimedia.org/wikipedia/commons/4/48/New_York_City_Opera.jpg,Lincoln Center New York State Theater  Lincoln Center New York State TheaterLincoln Center New York State TheaterLincoln Center New York State TheaterLincoln Center New York State TheaterLincoln Center New York State Theater
Lincoln Center Vivian Beaumont Theater,"Lincoln Center Vivian Beaumont Theater,Manhattan, NYC",-73.9842697,40.7734636,Lincoln Center,Manhattan,,1965,http://www.lct.org/media/filer_public_thumbnails/filer_public/67/a8/67a8f989-c5b2-4f2f-9abc-08aa419dff02/lct3_2_lawn_390h.jpg__50000x390_q85_subsampling-2.jpg,Lincoln Center Vivian Beaumont Theater   Lincoln Center Vivian Beaumont TheaterLincoln Center Vivian Beaumont TheaterLincoln Center Vivian Beaumont TheaterLincoln Center Vivian Beaumont TheaterLincoln Center Vivian Beaumont TheaterLincoln Center Vivian Beaumont Theater
Lincoln Center Library for the Performing Arts,"Lincoln Center Library for the Performing Arts,Manhattan, NYC",-73.9849395,40.7731543,Lincoln Center,Manhattan,,1965,http://d2h3be0wxzd04n.cloudfront.net/uploads/mapplace.images.heroLarge-d61bf95dc18d835b4cb5310ec799ecc0.jpg,Lincoln Center Library for the Performing Arts    Lincoln Center Library for the Performing ArtsLincoln Center Library for the Performing ArtsLincoln Center Library for the Performing ArtsLincoln Center Library for the Performing ArtsLincoln Center Library for the Performing Arts
Lincoln Center Metropolitan Opera House,"Lincoln Center Metropolitan Opera House,Manhattan, NYC",-73.9841644,40.7727216,Lincoln Center,Manhattan,,1966,https://recitative.files.wordpress.com/2014/04/met-2014-4.jpg,Lincoln Center Metropolitan Opera House    Lincoln Center Metropolitan Opera HouseLincoln Center Metropolitan Opera HouseLincoln Center Metropolitan Opera HouseLincoln Center Metropolitan Opera HouseLincoln Center Metropolitan Opera HouseLincoln Center Metropolitan Opera House
Juliard,"Juliard,Manhattan, NYC",-73.9828286,40.7737587,Lincoln Center,Manhattan,,1969,http://jlgreene.org/wp-content/uploads/jlgreene14-1240x698.jpg,Juliard  JuliardJuliardJuliardJuliardJuliardJuliardJuliardJuliardJuliardJuliardJuliardJuliardJuliardJuliardJuliard
Damrosch Park & Guggenheim Band Shell,"Damrosch Park & Guggenheim Band Shell,Manhattan, NYC",-73.9853341,40.7723499,Lincoln Center,Manhattan,,1969,https://c1.staticflickr.com/8/7597/16289649923_e2ec478c37_b.jpg,Damrosch Park & Guggenheim Band Shell  Damrosch Park & Guggenheim Band ShellDamrosch Park & Guggenheim Band ShellDamrosch Park & Guggenheim Band ShellDamrosch Park & Guggenheim Band ShellDamrosch Park & Guggenheim Band ShellDamrosch Park & Guggenheim Band Shell
American Red Cross Headquarters,"American Red Cross Headquarters,Manhattan, NYC",-73.9935549,40.7643843,Office,Manhattan,,1963,http://graphics7.nytimes.com/images/2004/10/29/nyregion/29opera.large1.jpg,American Red Cross Headquarters   American Red Cross HeadquartersAmerican Red Cross HeadquartersAmerican Red Cross HeadquartersAmerican Red Cross HeadquartersAmerican Red Cross Headquarters
P.S. 199,"P.S. 199,Manhattan, NYC",-73.9847026,40.7779517,School,Manhattan,,1963,http://www.docomomo-nytri.org/wp-content/gallery/ps-199-images-april-2013/ps-199_img_3160.jpg,P.S. 199   P.S. 199P.S. 199P.S. 199P.S. 199P.S. 199P.S. 199P.S. 199P.S. 199P.S. 199P.S. 199P.S. 199P.S. 199P.S. 199P.S. 199P.S. 199P.S. 199P.S. 199P.S. 199P.S. 199
Lincoln Towers,"Lincoln Towers,Manhattan, NYC",-73.9868017,40.7772929,Housing,Manhattan,,1961,http://luxuryapartmentsnyc.com/wp-content/uploads/2015/02/Lincoln_Towers.jpg,Lincoln Towers  Lincoln Towers
Chatham Green,"Chatham Green,Manhattan, NYC",-73.9993575,40.7127421,Housing,Manhattan,,1959,http://andrewlmoore.com/assets/Chatham_Green.jpg,Chatham Green   Chatham GreenChatham GreenChatham GreenChatham GreenChatham GreenChatham GreenChatham GreenChatham GreenChatham Green
Penn Station South,"Penn Station South,Manhattan, NYC",-73.997595,40.746973,Housing,Manhattan,,1962,http://legacy.skyscrapercenter.com/class-image.php/userpics/10008/?width=1000&height=800&image=/images/albums/userpics/10008/PennStaS4a.jpg,Penn Station South    Penn Station SouthPenn Station SouthPenn Station SouthPenn Station SouthPenn Station SouthPenn Station SouthPenn Station SouthPenn Station South
Cadman Plaza North,"Cadman Plaza North,Brooklyn, NYC",-73.991314,40.700387,Housing,Brooklyn,,1967,https://images1.apartments.com/i2/c89TFDH0QPgXlDlMlPYY4b_wNcycVFsso2pKiuaLXVc/117/cadman-plaza-north-brooklyn-ny-building-photo.jpg,Cadman Plaza North    Cadman Plaza NorthCadman Plaza NorthCadman Plaza NorthCadman Plaza NorthCadman Plaza NorthCadman Plaza NorthCadman Plaza NorthCadman Plaza NorthCadman Plaza North
Whitman Close Townhouses,"Whitman Close,Brooklyn, NYC",-73.991774,40.698984,Housing,Brooklyn,,1968,https://midcenturymundane.files.wordpress.com/2011/07/img_11531.jpg,Whitman Close Townhouses    Whitman Close TownhousesWhitman Close TownhousesWhitman Close TownhousesWhitman Close TownhousesWhitman Close TownhousesWhitman Close TownhousesWhitman Close TownhousesWhitman Close TownhousesWhitman Close Townhouses
Cadman Towers,"Cadman Towers,Brooklyn, NYC",-73.9926592,40.6975689,Housing,Brooklyn,,1973,https://static1.squarespace.com/static/526c8fcee4b0183a6963055f/t/5273b806e4b06fd9271d3c03/1383315467838/10+Clinton.png,Cadman Towers   Cadman TowersCadman TowersCadman TowersCadman TowersCadman TowersCadman TowersCadman TowersCadman TowersCadman TowersCadman Towers
Chatham Towers,"Chatham Towers,Manhattan, NYC",-74.0000629,40.7138364,Housing,Manhattan,,1963,http://cdn-img1.streeteasy.com/nyc/image/13/163828413.jpg,Chatham Towers   Chatham TowersChatham TowersChatham TowersChatham TowersChatham TowersChatham TowersChatham TowersChatham TowersChatham Towers
Co-op City,"Co-op City,Bronx, NYC",-73.8294444,40.8738889,Housing,Bronx,,1965,https://images1.apartments.com/i2/wlWIyixRskid1lTI0OSxZ6V5ol8QSju9OxuppMWyD6Q/117/riverbay-at-co-op-city-bronx-ny-building-photo.jpg,Co-op City    Co-op CityCo-op CityCo-op CityCo-op CityCo-op CityCo-op CityCo-op CityCo-op CityCo-op CityCo-op City
Amalgated Warbasse Houses,"Amalgated Warbasse Houses,Brooklyn, NYC",-73.9720309,40.5810165,Housing,Brooklyn,,1965,http://brooklynreporter.com/wp-content/uploads/2016/07/warbasse.jpg,Amalgated Warbasse Houses    Amalgated Warbasse HousesAmalgated Warbasse HousesAmalgated Warbasse HousesAmalgated Warbasse HousesAmalgated Warbasse HousesAmalgated Warbasse HousesAmalgated Warbasse Houses 
Rochdale Village,"Rochdale Village,Queens, NYC",-73.7738889,40.6763889,Housing,Queens,,1963,http://qns.com/wp-content/uploads/2016/06/Rochdale-Village.jpg,Rochdale Village    Rochdale VillageRochdale VillageRochdale VillageRochdale VillageRochdale VillageRochdale VillageRochdale VillageRochdale VillageRochdale VillageRochdale Village
